ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,region_Zone1,region_Zone2,region_Zone3,marital_Married,ed_level,retire_Yes,gender_Male,voice_Yes,internet_Yes,forward_Yes,custcat_Basic service,custcat_E-service,custcat_Plus service,custcat_Total service,CLV,income_quartile,age_group,high_value,high_income,surv_prob_1year,churn_risk_1year
581,Zone 2,37,40,Married,14,26,High school degree,No,Male,No,No,No,E-service,No,0,0,1,0,1,2.0,0,1,0,0,0,False,True,False,False,2147.0697714403905,Q1 (Low),30-40,1,0,0.9863979244533193,0.013602075546680692
582,Zone 1,45,30,Married,8,38,High school degree,No,Male,No,No,Yes,Plus service,No,0,1,0,0,1,2.0,0,1,0,0,1,False,False,True,False,1940.4049884889712,Q2,<30,0,0,0.9528057174227341,0.04719428257726588
584,Zone 1,35,40,Unmarried,5,49,Did not complete high school,No,Female,No,No,No,Basic service,No,0,1,0,0,0,1.0,0,0,0,0,0,True,False,False,False,1565.0800837234387,Q3,30-40,0,1,0.8655236055491957,0.13447639445080428
586,Zone 3,44,45,Married,19,88,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,1,0,0,1,False,False,True,False,2187.7539909305237,Q4 (High),40-50,1,1,0.9920898276389115,0.007910172361088486
587,Zone 1,26,41,Married,20,19,Did not complete high school,No,Female,No,No,No,Basic service,No,0,1,0,0,1,1.0,0,0,0,0,0,True,False,False,False,2023.208189560255,Q1 (Low),40-50,0,0,0.9672711112118905,0.032728888788109534
588,Zone 2,42,46,Married,9,31,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,1,0,1,1.0,0,0,0,0,0,True,False,False,False,1955.0481231584517,Q2,40-50,0,0,0.9554699685775706,0.044530031422429395
589,Zone 2,41,47,Married,6,90,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,0,1,0,1,2.0,0,1,0,1,0,True,False,False,False,1446.6234479703307,Q4 (High),40-50,0,1,0.8286240012339919,0.17137599876600806
590,Zone 1,31,24,Married,3,14,Did not complete high school,No,Male,No,No,No,Basic service,No,0,1,0,0,1,1.0,0,1,0,0,0,True,False,False,False,1380.5215602647036,Q1 (Low),<30,0,0,0.8056288650493508,0.19437113495064917
591,Zone 3,62,63,Unmarried,43,341,High school degree,No,Male,Yes,Yes,No,Plus service,Yes,1,0,0,1,0,2.0,0,1,1,1,0,False,False,True,False,2187.683728786991,Q4 (High),50+,1,1,0.9920802320799329,0.0079197679200671
592,Zone 1,12,23,Married,2,24,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,1,3.0,0,0,1,1,1,False,False,False,True,1121.4551954365886,Q1 (Low),<30,0,0,0.6962798318607978,0.3037201681392022
593,Zone 2,45,49,Married,27,81,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,0,0,0,1,False,False,True,False,2206.970386107138,Q3,40-50,1,1,0.9946844967216438,0.005315503278356171
594,Zone 1,47,34,Married,4,63,High school degree,No,Female,No,No,No,Basic service,No,0,1,0,0,1,2.0,0,0,0,0,0,True,False,False,False,1564.87725376728,Q3,30-40,0,1,0.8654648392412808,0.13453516075871919
595,Zone 2,23,22,Married,1,27,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,0,1,0,0,1,False,False,True,False,1802.148864231185,Q1 (Low),<30,0,0,0.9251794661580536,0.07482053384194642
596,Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,0,4.0,0,0,1,1,1,False,False,False,True,1095.7148920304403,Q1 (Low),30-40,0,0,0.6835758629161656,0.31642413708383443
598,Zone 1,13,54,Unmarried,12,121,College degree,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,3.0,0,1,0,0,1,False,False,True,False,2054.799508397619,Q4 (High),50+,0,1,0.9724215563427986,0.027578443657201412
600,Zone 2,11,19,Unmarried,0,21,High school degree,No,Male,No,No,No,Basic service,Yes,1,0,1,0,0,2.0,0,1,0,0,0,True,False,False,False,836.4793850791426,Q1 (Low),<30,0,0,0.5355634906558474,0.4644365093441526
601,Zone 3,4,32,Unmarried,2,53,College degree,No,Male,No,No,No,Basic service,Yes,1,0,0,1,0,3.0,0,1,0,0,0,True,False,False,False,1097.6314396541736,Q3,30-40,0,1,0.6845339232083792,0.31546607679162075
602,Zone 3,17,42,Unmarried,8,58,Did not complete high school,No,Male,Yes,Yes,No,E-service,Yes,1,0,0,1,0,1.0,0,1,1,1,0,False,True,False,False,1724.11935312853,Q3,40-50,0,1,0.9074122010738954,0.09258779892610458
604,Zone 1,19,65,Unmarried,3,108,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,1,0,0,1,False,False,True,False,2134.2393328883345,Q4 (High),50+,1,1,0.984545177146293,0.015454822853707029
605,Zone 2,32,34,Married,0,38,Did not complete high school,No,Male,No,No,No,E-service,No,0,0,1,0,1,1.0,0,1,0,0,0,False,True,False,False,2036.729996207271,Q2,30-40,0,0,0.9694995150275534,0.030500484972446618
606,Zone 2,53,51,Unmarried,31,245,College degree,No,Male,No,No,No,E-service,No,0,0,1,0,0,3.0,0,1,0,0,0,False,True,False,False,2192.846155658272,Q4 (High),50+,1,1,0.9927831367272625,0.007216863272737517
607,Zone 1,51,38,Unmarried,19,51,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,0,1,0,1,False,False,True,False,1996.3085192344545,Q3,30-40,0,1,0.9627289929337323,0.037271007066267736
608,Zone 1,35,34,Unmarried,7,78,College degree,No,Female,No,No,No,Basic service,No,0,1,0,0,0,3.0,0,0,0,0,0,True,False,False,False,1253.9429971685493,Q3,30-40,0,1,0.756248834246731,0.24375116575326905
609,Zone 1,3,31,Married,4,23,College degree,No,Male,Yes,No,Yes,Total service,Yes,1,1,0,0,1,3.0,0,1,1,0,1,False,False,False,True,1688.0529359732857,Q1 (Low),30-40,0,0,0.8986114513673079,0.10138854863269209
610,Zone 1,22,48,Unmarried,7,88,College degree,No,Male,No,Yes,No,Basic service,Yes,1,1,0,0,0,3.0,0,1,0,1,0,True,False,False,False,1082.38175202877,Q4 (High),40-50,0,1,0.6768563046750972,0.32314369532490284
611,Zone 3,17,21,Married,0,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,0,0,0,1,False,False,True,False,1764.160099291287,Q1 (Low),<30,0,0,0.9167402047143185,0.0832597952856815
612,Zone 2,68,39,Unmarried,20,73,High school degree,No,Female,No,No,No,E-service,No,0,0,1,0,0,2.0,0,0,0,0,0,False,True,False,False,2126.616773876184,Q3,30-40,1,1,0.9834310104996877,0.01656898950031227
613,Zone 2,27,41,Married,7,62,College degree,No,Female,No,No,No,Plus service,No,0,0,1,0,1,3.0,0,0,0,0,0,False,False,True,False,2054.0966407017095,Q3,40-50,0,1,0.9723090729148048,0.02769092708519516
615,Zone 3,56,42,Married,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,1,0,0,1,False,False,True,False,2104.059685048402,Q1 (Low),40-50,0,0,0.9800740856785373,0.019925914321462734
616,Zone 3,11,32,Unmarried,8,23,High school degree,No,Female,No,Yes,No,Basic service,No,0,0,0,1,0,2.0,0,0,0,1,0,True,False,False,False,1000.9832952786226,Q1 (Low),30-40,0,0,0.6337435613005346,0.36625643869946545
617,Zone 3,5,47,Unmarried,7,46,Did not complete high school,No,Female,No,No,Yes,Basic service,Yes,1,0,0,1,0,1.0,0,0,0,0,1,True,False,False,False,1752.519863144341,Q2,40-50,0,0,0.9140752105332209,0.08592478946677906
618,Zone 3,16,50,Unmarried,5,263,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,1,False,False,True,False,2052.967680889957,Q4 (High),40-50,0,1,0.9721282016222124,0.027871798377787638
619,Zone 2,59,30,Unmarried,2,34,College degree,No,Female,Yes,No,No,E-service,No,0,0,1,0,0,3.0,0,0,1,0,0,False,True,False,False,1530.0162487223936,Q2,<30,0,0,0.855146511835834,0.144853488164166
620,Zone 1,60,64,Unmarried,14,33,High school degree,Yes,Male,Yes,No,Yes,Total service,No,0,1,0,0,0,2.0,1,1,1,0,1,False,False,False,True,2083.745514626882,Q2,50+,0,0,0.9769727459855908,0.023027254014409193
621,Zone 3,55,47,Unmarried,11,37,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0,0,1,0,1.0,0,1,0,0,0,False,False,True,False,2114.8128111709893,Q2,40-50,1,0,0.9816856027442374,0.01831439725576256
622,Zone 1,18,56,Unmarried,22,296,High school degree,No,Male,No,No,No,Basic service,No,0,1,0,0,0,2.0,0,1,0,0,0,True,False,False,False,1996.3706383857389,Q4 (High),50+,0,1,0.9627396520777595,0.03726034792224053
624,Zone 1,35,57,Married,32,47,College degree,No,Male,No,Yes,No,E-service,No,0,1,0,0,1,3.0,0,1,0,1,0,False,True,False,False,2190.7266606017624,Q2,50+,1,0,0.9924950698210909,0.007504930178909075
626,Zone 2,20,49,Married,5,264,High school degree,No,Female,No,No,No,Basic service,No,0,0,1,0,1,2.0,0,0,0,0,0,True,False,False,False,1871.730838403723,Q4 (High),40-50,0,1,0.9396617398391842,0.06033826016081578
627,Zone 2,16,27,Unmarried,5,41,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,3.0,0,0,1,1,1,False,False,False,True,1030.5212924141993,Q2,<30,0,0,0.6498063047307505,0.3501936952692495
628,Zone 2,69,48,Married,27,55,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,1,0,0,1,False,False,True,False,2198.6567829443065,Q3,40-50,1,1,0.9935691867184074,0.006430813281592562
629,Zone 3,69,66,Married,31,49,High school degree,No,Male,No,No,No,Basic service,No,0,0,0,1,1,2.0,0,1,0,0,0,True,False,False,False,2198.817633351236,Q3,50+,1,1,0.9935908695918321,0.006409130408167929
630,Zone 2,27,24,Married,3,26,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,0,1,0,1,1.0,0,0,0,0,0,True,False,False,False,1459.0038897735185,Q1 (Low),<30,0,0,0.8327320377109894,0.16726796228901064
631,Zone 3,48,39,Unmarried,20,110,College degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,0,3.0,0,1,0,0,1,False,False,True,False,2028.5804822874293,Q4 (High),30-40,0,1,0.9681607989858876,0.03183920101411242
632,Zone 1,18,52,Married,20,66,Did not complete high school,No,Female,No,Yes,Yes,Basic service,No,0,1,0,0,1,1.0,0,0,0,1,1,True,False,False,False,1900.049478829383,Q3,50+,0,1,0.9452144988070673,0.054785501192932684
634,Zone 2,17,42,Unmarried,6,31,High school degree,No,Male,Yes,No,No,Total service,Yes,1,0,1,0,0,2.0,0,1,1,0,0,False,False,False,True,1850.9433756551657,Q2,40-50,0,0,0.9354626359752957,0.06453736402470434
635,Zone 2,9,24,Married,3,26,College degree,No,Female,No,No,Yes,Basic service,No,0,0,1,0,1,3.0,0,0,0,0,1,True,False,False,False,1166.0780748618786,Q1 (Low),<30,0,0,0.7174768009923985,0.2825231990076015
636,Zone 2,15,46,Unmarried,5,232,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,3.0,0,0,1,1,1,False,False,False,True,1458.968411796129,Q4 (High),40-50,0,1,0.8327203526816656,0.16727964731833445
637,Zone 1,62,37,Married,10,43,College degree,No,Female,No,No,No,E-service,No,0,1,0,0,1,3.0,0,0,0,0,0,False,True,False,False,2081.3542271297065,Q2,30-40,0,0,0.9766027003436837,0.023397299656316317
638,Zone 1,9,41,Unmarried,12,39,College degree,No,Male,Yes,Yes,No,Basic service,Yes,1,1,0,0,0,3.0,0,1,1,1,0,True,False,False,False,819.7035616963575,Q2,40-50,0,0,0.5247399668061599,0.47526003319384014
639,Zone 2,71,41,Married,10,73,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,0,0,0,1,False,False,True,False,2099.9646522924677,Q3,40-50,0,1,0.9794549342618407,0.020545065738159285
640,Zone 2,62,59,Married,37,74,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,0,1,0,0,1,False,False,True,False,2235.2736454471988,Q3,50+,1,1,0.9984005794146192,0.001599420585380762
641,Zone 2,20,38,Unmarried,19,237,College degree,No,Male,No,Yes,Yes,Total service,No,0,0,1,0,0,3.0,0,1,0,1,1,False,False,False,True,1767.7006974172168,Q4 (High),30-40,0,1,0.9175433484626718,0.08245665153732817
642,Zone 1,19,33,Married,11,22,Did not complete high school,No,Male,No,No,No,Plus service,No,0,1,0,0,1,1.0,0,1,0,0,0,False,False,True,False,2081.049068549769,Q1 (Low),30-40,0,0,0.9765554017574372,0.023444598242562842
643,Zone 2,49,61,Married,28,21,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,0,1,0,0,1,False,False,True,False,2229.025832215358,Q1 (Low),50+,1,0,0.9975908939094904,0.002409106090509594
644,Zone 3,3,64,Unmarried,3,9,High school degree,Yes,Male,No,No,No,Basic service,Yes,1,0,0,1,0,2.0,1,1,0,0,0,True,False,False,False,1766.970088390765,Q1 (Low),50+,0,0,0.9173779016703616,0.0826220983296384
645,Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,No,Male,Yes,Yes,No,Basic service,Yes,1,1,0,0,0,4.0,0,1,1,1,0,True,False,False,False,465.5862578864681,Q2,30-40,0,0,0.2710529422131096,0.7289470577868904
646,Zone 2,38,44,Unmarried,1,50,College degree,No,Female,No,Yes,No,E-service,Yes,1,0,1,0,0,3.0,0,0,0,1,0,False,True,False,False,1629.4888387161027,Q3,40-50,0,1,0.8834706831462864,0.1165293168537136
650,Zone 3,23,50,Unmarried,1,151,College degree,No,Female,No,No,No,Basic service,No,0,0,0,1,0,3.0,0,0,0,0,0,True,False,False,False,1533.3411003730184,Q4 (High),40-50,0,1,0.8561495436457736,0.14385045635422644
651,Zone 2,4,38,Married,13,54,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,1,1,0,1,False,False,True,False,1980.9619829349424,Q3,30-40,0,1,0.9600710895138203,0.03992891048617975
652,Zone 3,36,42,Unmarried,5,31,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,0,0,1,0,1.0,0,0,0,0,0,True,False,False,False,1668.6325077261477,Q2,40-50,0,0,0.8937098764656822,0.10629012353431777
653,Zone 2,37,42,Unmarried,10,115,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,1,0,0,1.0,0,0,0,0,1,False,False,True,False,2054.112735827459,Q4 (High),40-50,0,1,0.9723116497571016,0.027688350242898396
654,Zone 3,24,58,Married,30,24,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,0,1,1,1.0,0,1,0,0,0,True,False,False,False,2188.5967653500825,Q1 (Low),50+,1,0,0.9922048615420661,0.007795138457933892
655,Zone 3,4,24,Unmarried,1,17,High school degree,No,Male,No,No,No,Basic service,Yes,1,0,0,1,0,2.0,0,1,0,0,0,True,False,False,False,1012.860646741255,Q1 (Low),<30,0,0,0.6402599827740201,0.3597400172259799
656,Zone 3,54,33,Unmarried,5,47,High school degree,No,Female,No,No,No,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,0,False,False,True,False,1886.6193017609007,Q2,30-40,0,0,0.9426048360850677,0.05739516391493227
657,Zone 3,7,49,Unmarried,8,36,Did not complete high school,No,Female,No,No,Yes,Plus service,Yes,1,0,0,1,0,1.0,0,0,0,0,1,False,False,True,False,2107.0011824282874,Q2,40-50,0,0,0.9805169662797916,0.01948303372020843
658,Zone 1,10,28,Unmarried,9,75,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,1,0,0,0,3.0,0,1,1,1,1,False,False,False,True,1072.2263095346495,Q3,<30,0,1,0.6716740889282152,0.32832591107178477
659,Zone 3,24,35,Married,10,41,Post-undergraduate degree,No,Female,No,Yes,No,E-service,No,0,0,0,1,1,4.0,0,0,0,1,0,False,True,False,False,1815.4186974146485,Q2,30-40,0,0,0.9280366501391426,0.0719633498608574
660,Zone 3,12,31,Unmarried,8,18,College degree,No,Male,No,Yes,No,Basic service,Yes,1,0,0,1,0,3.0,0,1,0,1,0,True,False,False,False,815.8847791510603,Q1 (Low),30-40,0,0,0.5222560846764801,0.4777439153235199
664,Zone 3,8,35,Unmarried,6,31,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,0,1,0,4.0,0,1,1,1,1,False,False,False,True,1107.2413088693993,Q2,30-40,0,0,0.6893082210908024,0.31069177890919764
665,Zone 1,16,59,Unmarried,5,207,High school degree,No,Female,No,No,Yes,Total service,No,0,1,0,0,0,2.0,0,0,0,0,1,False,False,False,True,2119.584915378337,Q4 (High),50+,1,1,0.9823941895809668,0.017605810419033197
666,Zone 3,32,33,Unmarried,1,38,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,0,1,0,1.0,0,0,0,0,0,True,False,False,False,1390.6364459379754,Q2,30-40,0,0,0.8092662102608211,0.19073378973917887
667,Zone 1,8,49,Unmarried,14,134,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,1,0,0,0,3.0,0,0,1,1,1,False,False,False,True,1699.168512081607,Q4 (High),40-50,0,1,0.9013651752419445,0.09863482475805552
669,Zone 2,12,19,Married,0,15,High school degree,No,Female,No,No,No,E-service,No,0,0,1,0,1,2.0,0,0,0,0,0,False,True,False,False,1816.511671291714,Q1 (Low),<30,0,0,0.9282699344182833,0.07173006558171668
670,Zone 2,24,43,Married,15,48,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,1,0,1,3.0,0,1,1,1,1,False,False,False,True,1794.4388862516169,Q3,40-50,0,1,0.9234980942349392,0.07650190576506077
671,Zone 3,72,75,Unmarried,48,14,High school degree,Yes,Female,No,No,No,E-service,No,0,0,0,1,0,2.0,1,0,0,0,0,False,True,False,False,2242.4342633867,Q1 (Low),50+,1,0,0.9993212698964675,0.0006787301035324766
672,Zone 3,58,61,Unmarried,42,101,College degree,No,Female,No,Yes,No,E-service,No,0,0,0,1,0,3.0,0,0,0,1,0,False,True,False,False,2210.775023137336,Q4 (High),50+,1,1,0.9951912688085415,0.004808731191458526
673,Zone 1,70,44,Married,24,87,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,1,0,0,1,2.0,0,1,1,0,1,False,False,True,False,2124.582987236504,Q4 (High),40-50,1,1,0.9831320273456979,0.016867972654302066
674,Zone 3,9,25,Unmarried,3,27,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,0,0,1,0,1.0,0,0,0,0,0,True,False,False,False,1261.2982892136495,Q1 (Low),<30,0,0,0.7593218854746369,0.24067811452536314
675,Zone 1,49,25,Unmarried,1,27,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,No,0,1,0,0,0,4.0,0,0,1,1,0,False,True,False,False,851.194786501133,Q1 (Low),<30,0,0,0.5449380153478138,0.45506198465218617
677,Zone 1,10,42,Married,10,294,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,1,0,0,1,3.0,0,0,1,1,1,False,False,False,True,1721.4790013342472,Q4 (High),40-50,0,1,0.9067809565297794,0.09321904347022059
679,Zone 1,19,27,Married,3,35,High school degree,No,Male,Yes,No,Yes,Total service,No,0,1,0,0,1,2.0,0,1,1,0,1,False,False,False,True,1691.8033228608945,Q2,<30,0,0,0.8995447289604822,0.10045527103951779
680,Zone 3,12,36,Married,4,205,College degree,No,Female,Yes,Yes,No,E-service,Yes,1,0,0,1,1,3.0,0,0,1,1,0,False,True,False,False,1617.1295260089917,Q4 (High),30-40,0,1,0.8801350069019416,0.11986499309805843
683,Zone 2,29,24,Married,3,23,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,0,1,0,0,1,False,False,True,False,1867.095130478373,Q1 (Low),<30,0,0,0.9387344715786015,0.06126552842139854
684,Zone 3,55,46,Unmarried,8,87,High school degree,No,Female,No,Yes,Yes,Basic service,No,0,0,0,1,0,2.0,0,0,0,1,1,True,False,False,False,1254.8825783939267,Q4 (High),40-50,0,1,0.7566428440970687,0.24335715590293128
685,Zone 3,71,67,Married,25,110,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,0,0,0,1,False,False,True,False,2235.221961741122,Q4 (High),50+,1,1,0.9983939058531984,0.0016060941468015733
687,Zone 3,60,58,Unmarried,0,63,College degree,No,Female,No,No,No,E-service,No,0,0,0,1,0,3.0,0,0,0,0,0,False,True,False,False,2087.9868120513247,Q3,50+,0,1,0.9776264828806002,0.022373517119399833
690,Zone 2,61,43,Married,22,35,High school degree,No,Male,No,Yes,No,E-service,No,0,0,1,0,1,2.0,0,1,0,1,0,False,True,False,False,2107.075755787483,Q2,40-50,0,0,0.980528174102998,0.019471825897002026
691,Zone 1,61,29,Married,5,48,High school degree,No,Male,No,No,No,E-service,No,0,1,0,0,1,2.0,0,1,0,0,0,False,True,False,False,1979.5180631355338,Q3,<30,0,1,0.95981847720709,0.040181522792909985
693,Zone 3,41,42,Married,12,26,College degree,No,Male,No,Yes,Yes,E-service,No,0,0,0,1,1,3.0,0,1,0,1,1,False,True,False,False,1944.7030636591705,Q1 (Low),40-50,0,0,0.9535926210195055,0.04640737898049452
694,Zone 1,30,28,Unmarried,1,20,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,1,0,0,0,1.0,0,0,0,0,0,True,False,False,False,1205.3636150809807,Q1 (Low),<30,0,0,0.735289284101547,0.26471071589845296
695,Zone 1,24,46,Unmarried,12,43,High school degree,No,Male,Yes,No,Yes,Total service,No,0,1,0,0,0,2.0,0,1,1,0,1,False,False,False,True,1948.6949782007396,Q2,40-50,0,0,0.9543198236747351,0.04568017632526489
696,Zone 1,72,75,Unmarried,37,33,Did not complete high school,Yes,Female,No,No,No,E-service,No,0,1,0,0,0,1.0,1,0,0,0,0,False,True,False,False,2238.867087677412,Q2,50+,1,0,0.9988635824745747,0.0011364175254252595
697,Zone 2,17,35,Unmarried,7,66,High school degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,2.0,0,1,1,1,1,False,False,False,True,1315.587318596854,Q3,30-40,0,1,0.7812117227970875,0.2187882772029125
698,Zone 2,65,72,Unmarried,46,12,High school degree,Yes,Male,No,No,Yes,Plus service,No,0,0,1,0,0,2.0,1,1,0,0,1,False,False,True,False,2234.5556489828086,Q1 (Low),50+,1,0,0.998307833120235,0.0016921668797650335
699,Zone 1,15,30,Married,8,90,High school degree,No,Male,No,Yes,Yes,Total service,No,0,1,0,0,1,2.0,0,1,0,1,1,False,False,False,True,1703.0491091793601,Q4 (High),<30,0,1,0.9023177852093462,0.09768221479065375
701,Zone 1,26,43,Unmarried,23,51,Post-undergraduate degree,No,Female,No,Yes,No,E-service,Yes,1,1,0,0,0,4.0,0,0,0,1,0,False,True,False,False,1914.2978933957859,Q3,40-50,0,1,0.9479371581176835,0.05206284188231647
703,Zone 1,60,48,Unmarried,29,100,High school degree,No,Female,No,No,Yes,Plus service,No,0,1,0,0,0,2.0,0,0,0,0,1,False,False,True,False,2174.420896187081,Q4 (High),40-50,1,1,0.9902545966111593,0.009745403388840668
704,Zone 1,16,54,Unmarried,20,147,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,1,0,0,1,False,False,True,False,2169.7129730721713,Q4 (High),50+,1,1,0.9895996263686759,0.010400373631324067
705,Zone 2,1,33,Unmarried,5,53,College degree,No,Female,No,No,No,Basic service,Yes,1,0,1,0,0,3.0,0,0,0,0,0,True,False,False,False,1200.2993222181283,Q3,30-40,0,1,0.7330369595964071,0.26696304040359287
706,Zone 3,56,30,Married,9,57,Post-undergraduate degree,No,Male,Yes,Yes,No,E-service,No,0,0,0,1,1,4.0,0,1,1,1,0,False,True,False,False,1434.7979636079976,Q3,<30,0,1,0.8246426543720364,0.17535734562796357
707,Zone 2,6,50,Unmarried,5,37,High school degree,No,Male,No,No,No,E-service,No,0,0,1,0,0,2.0,0,1,0,0,0,False,True,False,False,2070.084547798393,Q2,40-50,0,0,0.974844445649542,0.02515555435045802
709,Zone 2,34,36,Married,17,50,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,0,1,0,0,1,False,False,True,False,2132.0337592427354,Q3,30-40,1,1,0.9842238324204012,0.015776167579598765
710,Zone 2,54,42,Married,0,55,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0,1,0,1,3.0,0,1,1,1,1,False,False,False,True,1454.5712175390202,Q3,40-50,0,1,0.8312682248612407,0.16873177513875925
711,Zone 3,38,31,Married,2,42,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0,0,1,1,2.0,0,0,1,0,1,False,False,False,True,1842.548423109216,Q2,30-40,0,0,0.9337365818176113,0.06626341818238868
712,Zone 2,25,55,Unmarried,15,37,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,0,1,0,0,1.0,0,0,0,0,0,True,False,False,False,1992.5706567009317,Q2,50+,0,0,0.9620861379121531,0.03791386208784686
714,Zone 1,72,62,Married,35,163,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,1,0,0,1,4.0,0,1,1,1,1,False,False,False,True,2147.1682741992586,Q4 (High),50+,1,1,0.9864120395895181,0.013587960410481936
715,Zone 2,6,35,Married,6,28,College degree,No,Female,No,Yes,Yes,Total service,No,0,0,1,0,1,3.0,0,0,0,1,1,False,False,False,True,1720.5427662523898,Q1 (Low),30-40,0,0,0.9065566370232764,0.09344336297672362
716,Zone 1,30,51,Married,9,118,Post-undergraduate degree,No,Female,No,No,No,Basic service,No,0,1,0,0,1,4.0,0,0,0,0,0,True,False,False,False,1789.7720484320078,Q4 (High),50+,0,1,0.9224726732529226,0.07752732674707741
717,Zone 1,65,70,Married,9,115,High school degree,Yes,Female,Yes,No,Yes,Total service,No,0,1,0,0,1,2.0,1,0,1,0,1,False,False,False,True,2169.149897675258,Q4 (High),50+,1,1,0.9895210460776881,0.010478953922311907
718,Zone 1,22,44,Married,19,37,College degree,No,Male,Yes,No,Yes,Plus service,No,0,1,0,0,1,3.0,0,1,1,0,1,False,False,True,False,2045.6317392464491,Q2,40-50,0,0,0.9709469310142194,0.02905306898578064
719,Zone 1,60,53,Unmarried,32,93,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,1,0,0,1,False,False,True,False,2204.706493447355,Q4 (High),50+,1,1,0.9943818681830052,0.005618131816994776
720,Zone 2,19,32,Unmarried,12,71,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,3.0,0,0,1,1,1,False,False,False,True,1314.7086849227733,Q3,30-40,0,1,0.78086836384428,0.21913163615571996
721,Zone 3,18,25,Unmarried,4,26,High school degree,No,Female,No,No,No,Basic service,No,0,0,0,1,0,2.0,0,0,0,0,0,True,False,False,False,1167.6966207297594,Q1 (Low),<30,0,0,0.7182262176492857,0.28177378235071426
722,Zone 1,9,37,Married,10,14,College degree,No,Female,No,No,No,Basic service,Yes,1,1,0,0,1,3.0,0,0,0,0,0,True,False,False,False,1649.6760195135298,Q1 (Low),30-40,0,0,0.888812202105957,0.11118779789404298
723,Zone 1,1,34,Married,6,18,Did not complete high school,No,Female,No,Yes,No,Basic service,Yes,1,1,0,0,1,1.0,0,0,0,1,0,True,False,False,False,1314.3590781693647,Q1 (Low),30-40,0,0,0.7807316436430023,0.2192683563569977
724,Zone 3,10,28,Married,2,36,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,1,3.0,0,0,1,1,1,False,False,False,True,1306.8174395232486,Q2,<30,0,0,0.7777686866813295,0.22223131331867052
